geo_code,pos,ws,maps,country,prov,city,district
wxz3,"[122.87109375, 43.857421875]","122.87109375,43.857421875","中国,内蒙古自治区,通辽市,科尔沁左翼中旗",中国,内蒙古自治区,通辽市,科尔沁左翼中旗
wj6r,"[93.33984375, 30.849609375]","93.33984375,30.849609375","中国,西藏自治区,那曲市,嘉黎县",中国,西藏自治区,那曲市,嘉黎县
wsdy,"[116.54296875, 26.455078125]","116.54296875,26.455078125","中国,江西省,赣州市,石城县",中国,江西省,赣州市,石城县
ty8f,"[79.98046875, 37.001953125]","79.98046875,37.001953125","中国,新疆维吾尔自治区,和田地区,洛浦县",中国,新疆维吾尔自治区,和田地区,洛浦县
tzmh,"[85.95703125, 41.572265625]","85.95703125,41.572265625","中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市",中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市
wt9q,"[114.43359375, 32.080078125]","114.43359375,32.080078125","中国,河南省,信阳市,罗山县",中国,河南省,信阳市,罗山县
wq5t,"[106.34765625, 34.716796875]","106.34765625,34.716796875","中国,甘肃省,天水市,清水县",中国,甘肃省,天水市,清水县
tvhs,"[85.25390625, 28.916015625]","85.25390625,28.916015625","中国,西藏自治区,日喀则市,吉隆县",中国,西藏自治区,日喀则市,吉隆县
wkfz,"[105.29296875, 28.037109375]","105.29296875,28.037109375","中国,四川省,泸州市,叙永县",中国,四川省,泸州市,叙永县
wtqq,"[121.46484375, 30.673828125]","121.46484375,30.673828125","中国,[],[],[]",中国,[],[],[]
wxt6,"[120.05859375, 42.626953125]","120.05859375,42.626953125","中国,内蒙古自治区,赤峰市,敖汉旗",中国,内蒙古自治区,赤峰市,敖汉旗
w7qm,"[110.21484375, 19.248046875]","110.21484375,19.248046875","中国,海南省,[],屯昌县",中国,海南省,[],屯昌县
w7vj,"[108.45703125, 22.060546875]","108.45703125,22.060546875","中国,广西壮族自治区,钦州市,钦南区",中国,广西壮族自治区,钦州市,钦南区
wtkq,"[118.65234375, 30.673828125]","118.65234375,30.673828125","中国,安徽省,宣城市,宣州区",中国,安徽省,宣城市,宣州区
ybhv,"[130.60546875, 45.966796875]","130.60546875,45.966796875","中国,黑龙江省,七台河市,勃利县",中国,黑龙江省,七台河市,勃利县
wkz9,"[111.97265625, 26.982421875]","111.97265625,26.982421875","中国,湖南省,邵阳市,邵东县",中国,湖南省,邵阳市,邵东县
webs,"[113.37890625, 21.884765625]","113.37890625,21.884765625","中国,[],[],[]",中国,[],[],[]
twyj,"[76.11328125, 38.935546875]","76.11328125,38.935546875","中国,新疆维吾尔自治区,喀什地区,英吉沙县",中国,新疆维吾尔自治区,喀什地区,英吉沙县
wsfe,"[116.19140625, 27.333984375]","116.19140625,27.333984375","中国,江西省,抚州市,宜黄县",中国,江西省,抚州市,宜黄县
wze1,"[128.14453125, 42.451171875]","128.14453125,42.451171875","中国,吉林省,延边朝鲜族自治州,安图县",中国,吉林省,延边朝鲜族自治州,安图县
wk2z,"[102.48046875, 25.224609375]","102.48046875,25.224609375","中国,云南省,昆明市,富民县",中国,云南省,昆明市,富民县
wkvu,"[109.51171875, 27.509765625]","109.51171875,27.509765625","中国,湖南省,怀化市,芷江侗族自治县",中国,湖南省,怀化市,芷江侗族自治县
wmke,"[107.75390625, 30.146484375]","107.75390625,30.146484375","中国,重庆市,[],丰都县",中国,重庆市,[],丰都县
wx4j,"[115.48828125, 40.341796875]","115.48828125,40.341796875","中国,河北省,张家口市,怀来县",中国,河北省,张家口市,怀来县
y8vm,"[120.05859375, 50.185546875]","120.05859375,50.185546875","中国,内蒙古自治区,呼伦贝尔市,额尔古纳市",中国,内蒙古自治区,呼伦贝尔市,额尔古纳市
wqz2,"[111.62109375, 38.056640625]","111.62109375,38.056640625","中国,山西省,太原市,娄烦县",中国,山西省,太原市,娄烦县
yb2x,"[124.62890625, 47.724609375]","124.62890625,47.724609375","中国,黑龙江省,齐齐哈尔市,富裕县",中国,黑龙江省,齐齐哈尔市,富裕县
yb1s,"[126.03515625, 45.791015625]","126.03515625,45.791015625","中国,黑龙江省,绥化市,肇东市",中国,黑龙江省,绥化市,肇东市
vb5b,"[84.19921875, 45.087890625]","84.19921875,45.087890625","中国,新疆维吾尔自治区,塔城地区,乌苏市",中国,新疆维吾尔自治区,塔城地区,乌苏市
wmwq,"[110.21484375, 32.080078125]","110.21484375,32.080078125","中国,湖北省,十堰市,竹山县",中国,湖北省,十堰市,竹山县
wksq,"[107.40234375, 26.455078125]","107.40234375,26.455078125","中国,贵州省,黔东南苗族侗族自治州,麻江县",中国,贵州省,黔东南苗族侗族自治州,麻江县
ws6z,"[116.54296875, 25.224609375]","116.54296875,25.224609375","中国,福建省,龙岩市,上杭县",中国,福建省,龙岩市,上杭县
wqes,"[106.34765625, 37.353515625]","106.34765625,37.353515625","中国,宁夏回族自治区,吴忠市,红寺堡区",中国,宁夏回族自治区,吴忠市,红寺堡区
wssm,"[118.65234375, 26.279296875]","118.65234375,26.279296875","中国,福建省,南平市,延平区",中国,福建省,南平市,延平区
wkuq,"[107.40234375, 27.861328125]","107.40234375,27.861328125","中国,贵州省,遵义市,红花岗区",中国,贵州省,遵义市,红花岗区
wquj,"[107.05078125, 38.935546875]","107.05078125,38.935546875","中国,内蒙古自治区,鄂尔多斯市,鄂托克旗",中国,内蒙古自治区,鄂尔多斯市,鄂托克旗
wtqw,"[121.81640625, 30.673828125]","121.81640625,30.673828125","中国,[],[],[]",中国,[],[],[]
wxwj,"[121.11328125, 43.154296875]","121.11328125,43.154296875","中国,内蒙古自治区,通辽市,奈曼旗",中国,内蒙古自治区,通辽市,奈曼旗
ww6v,"[116.54296875, 36.123046875]","116.54296875,36.123046875","中国,山东省,济南市,平阴县",中国,山东省,济南市,平阴县
wmpb,"[112.32421875, 28.212890625]","112.32421875,28.212890625","中国,湖南省,长沙市,宁乡市",中国,湖南省,长沙市,宁乡市
whr7,"[100.37109375, 24.521484375]","100.37109375,24.521484375","中国,云南省,临沧市,云县",中国,云南省,临沧市,云县
wtnn,"[121.11328125, 29.267578125]","121.11328125,29.267578125","中国,浙江省,台州市,天台县",中国,浙江省,台州市,天台县
wk1m,"[103.18359375, 23.466796875]","103.18359375,23.466796875","中国,云南省,红河哈尼族彝族自治州,个旧市",中国,云南省,红河哈尼族彝族自治州,个旧市
wk0m,"[101.77734375, 23.466796875]","101.77734375,23.466796875","中国,云南省,普洱市,墨江哈尼族自治县",中国,云南省,普洱市,墨江哈尼族自治县
ybhb,"[130.60546875, 45.087890625]","130.60546875,45.087890625","中国,黑龙江省,鸡西市,梨树区",中国,黑龙江省,鸡西市,梨树区
w4rw,"[100.72265625, 13.798828125]","100.72265625,13.798828125","[],[],[],[]",[],[],[],[]
wtv3,"[120.05859375, 32.607421875]","120.05859375,32.607421875","中国,江苏省,泰州市,姜堰区",中国,江苏省,泰州市,姜堰区
tzmr,"[86.30859375, 42.099609375]","86.30859375,42.099609375","中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县",中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县
ww2e,"[113.37890625, 35.771484375]","113.37890625,35.771484375","中国,山西省,晋城市,陵川县",中国,山西省,晋城市,陵川县
wqeg,"[106.69921875, 37.177734375]","106.69921875,37.177734375","中国,宁夏回族自治区,吴忠市,盐池县",中国,宁夏回族自治区,吴忠市,盐池县
wm90,"[102.83203125, 31.025390625]","102.83203125,31.025390625","中国,四川省,阿坝藏族羌族自治州,小金县",中国,四川省,阿坝藏族羌族自治州,小金县
wwk2,"[118.65234375, 35.244140625]","118.65234375,35.244140625","中国,山东省,临沂市,莒南县",中国,山东省,临沂市,莒南县
wphn,"[95.80078125, 40.517578125]","95.80078125,40.517578125","中国,甘肃省,酒泉市,瓜州县",中国,甘肃省,酒泉市,瓜州县
vbqm,"[87.71484375, 47.373046875]","87.71484375,47.373046875","中国,新疆维吾尔自治区,阿勒泰地区,阿勒泰市",中国,新疆维吾尔自治区,阿勒泰地区,阿勒泰市
wnzf,"[101.07421875, 38.408203125]","101.07421875,38.408203125","中国,甘肃省,张掖市,山丹县",中国,甘肃省,张掖市,山丹县
wmy5,"[109.86328125, 32.958984375]","109.86328125,32.958984375","中国,湖北省,十堰市,郧西县",中国,湖北省,十堰市,郧西县
ybmu,"[132.01171875, 47.197265625]","132.01171875,47.197265625","中国,黑龙江省,佳木斯市,富锦市",中国,黑龙江省,佳木斯市,富锦市
wrns,"[110.56640625, 40.166015625]","110.56640625,40.166015625","中国,内蒙古自治区,鄂尔多斯市,达拉特旗",中国,内蒙古自治区,鄂尔多斯市,达拉特旗
wkse,"[107.75390625, 25.927734375]","107.75390625,25.927734375","中国,贵州省,黔南布依族苗族自治州,三都水族自治县",中国,贵州省,黔南布依族苗族自治州,三都水族自治县
wxmb,"[120.76171875, 40.869140625]","120.76171875,40.869140625","中国,辽宁省,葫芦岛市,连山区",中国,辽宁省,葫芦岛市,连山区
wkm5,"[108.45703125, 24.521484375]","108.45703125,24.521484375","中国,广西壮族自治区,河池市,宜州区",中国,广西壮族自治区,河池市,宜州区
wxn9,"[121.81640625, 39.638671875]","121.81640625,39.638671875","中国,辽宁省,大连市,瓦房店市",中国,辽宁省,大连市,瓦房店市
wkqs,"[110.56640625, 24.697265625]","110.56640625,24.697265625","中国,广西壮族自治区,桂林市,阳朔县",中国,广西壮族自治区,桂林市,阳朔县
wwd0,"[115.48828125, 36.650390625]","115.48828125,36.650390625","中国,山东省,聊城市,临清市",中国,山东省,聊城市,临清市
ww32,"[114.43359375, 35.244140625]","114.43359375,35.244140625","中国,河南省,安阳市,滑县",中国,河南省,安阳市,滑县
wpjc,"[98.26171875, 39.638671875]","98.26171875,39.638671875","中国,甘肃省,张掖市,肃南裕固族自治县",中国,甘肃省,张掖市,肃南裕固族自治县
whnx,"[99.31640625, 23.818359375]","99.31640625,23.818359375","中国,云南省,临沧市,永德县",中国,云南省,临沧市,永德县
wq6r,"[104.58984375, 36.474609375]","104.58984375,36.474609375","中国,甘肃省,白银市,靖远县",中国,甘肃省,白银市,靖远县
wqyf,"[110.91796875, 38.408203125]","110.91796875,38.408203125","中国,山西省,吕梁市,兴县",中国,山西省,吕梁市,兴县
wx6p,"[115.48828125, 42.099609375]","115.48828125,42.099609375","中国,内蒙古自治区,锡林郭勒盟,太仆寺旗",中国,内蒙古自治区,锡林郭勒盟,太仆寺旗
wtc9,"[114.78515625, 32.607421875]","114.78515625,32.607421875","中国,河南省,驻马店市,正阳县",中国,河南省,驻马店市,正阳县
wwm4,"[119.70703125, 35.595703125]","119.70703125,35.595703125","中国,[],[],[]",中国,[],[],[]
wt9s,"[114.78515625, 31.728515625]","114.78515625,31.728515625","中国,河南省,信阳市,新县",中国,河南省,信阳市,新县
wmse,"[107.75390625, 31.552734375]","107.75390625,31.552734375","中国,四川省,达州市,宣汉县",中国,四川省,达州市,宣汉县
wmfv,"[105.29296875, 33.310546875]","105.29296875,33.310546875","中国,甘肃省,陇南市,武都区",中国,甘肃省,陇南市,武都区
ww6f,"[116.54296875, 35.595703125]","116.54296875,35.595703125","中国,山东省,济宁市,汶上县",中国,山东省,济宁市,汶上县
ww6g,"[116.54296875, 35.771484375]","116.54296875,35.771484375","中国,山东省,济宁市,汶上县",中国,山东省,济宁市,汶上县
wkqe,"[110.56640625, 24.521484375]","110.56640625,24.521484375","中国,广西壮族自治区,桂林市,荔浦县",中国,广西壮族自治区,桂林市,荔浦县
wqb9,"[102.12890625, 38.232421875]","102.12890625,38.232421875","中国,甘肃省,金昌市,永昌县",中国,甘肃省,金昌市,永昌县
wt6d,"[116.19140625, 29.970703125]","116.19140625,29.970703125","中国,安徽省,安庆市,宿松县",中国,安徽省,安庆市,宿松县
wmg6,"[105.99609375, 32.783203125]","105.99609375,32.783203125","中国,四川省,广元市,朝天区",中国,四川省,广元市,朝天区
wt54,"[116.89453125, 28.564453125]","116.89453125,28.564453125","中国,江西省,上饶市,万年县",中国,江西省,上饶市,万年县
wmx1,"[111.26953125, 31.201171875]","111.26953125,31.201171875","中国,湖北省,宜昌市,远安县",中国,湖北省,宜昌市,远安县
y8nj,"[121.11328125, 45.966796875]","121.11328125,45.966796875","中国,内蒙古自治区,兴安盟,突泉县",中国,内蒙古自治区,兴安盟,突泉县
whpr,"[100.37109375, 23.818359375]","100.37109375,23.818359375","中国,云南省,普洱市,景谷傣族彝族自治县",中国,云南省,普洱市,景谷傣族彝族自治县
ybc3,"[125.68359375, 49.482421875]","125.68359375,49.482421875","中国,黑龙江省,黑河市,嫩江县",中国,黑龙江省,黑河市,嫩江县
w60p,"[101.42578125, 12.568359375]","101.42578125,12.568359375","[],[],[],[]",[],[],[],[]
wqqg,"[110.91796875, 35.771484375]","110.91796875,35.771484375","中国,山西省,临汾市,乡宁县",中国,山西省,临汾市,乡宁县
wk6d,"[104.94140625, 24.345703125]","104.94140625,24.345703125","中国,云南省,文山壮族苗族自治州,广南县",中国,云南省,文山壮族苗族自治州,广南县
wsk4,"[118.30078125, 24.345703125]","118.30078125,24.345703125","中国,[],[],[]",中国,[],[],[]
whng,"[99.66796875, 23.115234375]","99.66796875,23.115234375","中国,云南省,普洱市,澜沧拉祜族自治县",中国,云南省,普洱市,澜沧拉祜族自治县
wx41,"[115.48828125, 39.638671875]","115.48828125,39.638671875","中国,河北省,保定市,涞水县",中国,河北省,保定市,涞水县
wjdh,"[92.98828125, 31.728515625]","92.98828125,31.728515625","中国,西藏自治区,那曲市,比如县",中国,西藏自治区,那曲市,比如县
w7zu,"[112.32421875, 21.884765625]","112.32421875,21.884765625","中国,广东省,阳江市,阳东区",中国,广东省,阳江市,阳东区
tzdj,"[81.73828125, 43.154296875]","81.73828125,43.154296875","中国,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县",中国,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县
wqwb,"[110.91796875, 36.650390625]","110.91796875,36.650390625","中国,山西省,临汾市,隰县",中国,山西省,临汾市,隰县
wk2u,"[102.48046875, 24.697265625]","102.48046875,24.697265625","中国,云南省,昆明市,晋宁区",中国,云南省,昆明市,晋宁区
wk32,"[103.18359375, 23.994140625]","103.18359375,23.994140625","中国,云南省,红河哈尼族彝族自治州,弥勒市",中国,云南省,红河哈尼族彝族自治州,弥勒市
ww6e,"[116.19140625, 35.771484375]","116.19140625,35.771484375","中国,山东省,济宁市,梁山县",中国,山东省,济宁市,梁山县
wwcs,"[114.78515625, 38.759765625]","114.78515625,38.759765625","中国,河北省,保定市,唐县",中国,河北省,保定市,唐县
tzvt,"[86.66015625, 44.560546875]","86.66015625,44.560546875","中国,新疆维吾尔自治区,昌吉回族自治州,呼图壁县",中国,新疆维吾尔自治区,昌吉回族自治州,呼图壁县
ww6w,"[116.19140625, 36.298828125]","116.19140625,36.298828125","中国,山东省,聊城市,东阿县",中国,山东省,聊城市,东阿县
wkkt,"[107.75390625, 24.873046875]","107.75390625,24.873046875","中国,广西壮族自治区,河池市,金城江区",中国,广西壮族自治区,河池市,金城江区
wrn8,"[110.56640625, 39.462890625]","110.56640625,39.462890625","中国,内蒙古自治区,鄂尔多斯市,准格尔旗",中国,内蒙古自治区,鄂尔多斯市,准格尔旗
wkm1,"[108.45703125, 24.169921875]","108.45703125,24.169921875","中国,广西壮族自治区,河池市,都安瑶族自治县",中国,广西壮族自治区,河池市,都安瑶族自治县
ws1r,"[114.43359375, 23.818359375]","114.43359375,23.818359375","中国,广东省,河源市,东源县",中国,广东省,河源市,东源县
w7qk,"[110.21484375, 19.072265625]","110.21484375,19.072265625","中国,海南省,[],琼海市",中国,海南省,[],琼海市
wtdx,"[116.19140625, 32.255859375]","116.19140625,32.255859375","中国,安徽省,六安市,霍邱县",中国,安徽省,六安市,霍邱县
wmxk,"[111.62109375, 31.728515625]","111.62109375,31.728515625","中国,湖北省,襄阳市,南漳县",中国,湖北省,襄阳市,南漳县
wxhm,"[118.65234375, 40.341796875]","118.65234375,40.341796875","中国,河北省,秦皇岛市,青龙满族自治县",中国,河北省,秦皇岛市,青龙满族自治县
wnxw,"[100.72265625, 37.705078125]","100.72265625,37.705078125","中国,青海省,海北藏族自治州,祁连县",中国,青海省,海北藏族自治州,祁连县
wkc8,"[103.53515625, 26.806640625]","103.53515625,26.806640625","中国,云南省,曲靖市,会泽县",中国,云南省,曲靖市,会泽县
wxs1,"[118.30078125, 42.451171875]","118.30078125,42.451171875","中国,内蒙古自治区,赤峰市,松山区",中国,内蒙古自治区,赤峰市,松山区
ww2t,"[113.37890625, 36.123046875]","113.37890625,36.123046875","中国,山西省,长治市,平顺县",中国,山西省,长治市,平顺县
wqr5,"[111.26953125, 35.771484375]","111.26953125,35.771484375","中国,山西省,临汾市,襄汾县",中国,山西省,临汾市,襄汾县
wt0w,"[113.37890625, 29.267578125]","113.37890625,29.267578125","中国,湖南省,岳阳市,临湘市",中国,湖南省,岳阳市,临湘市
wqnt,"[110.56640625, 34.716796875]","110.56640625,34.716796875","中国,山西省,运城市,芮城县",中国,山西省,运城市,芮城县
wktk,"[108.80859375, 26.103515625]","108.80859375,26.103515625","中国,贵州省,黔东南苗族侗族自治州,黎平县",中国,贵州省,黔东南苗族侗族自治州,黎平县
ww05,"[112.67578125, 34.365234375]","112.67578125,34.365234375","中国,河南省,洛阳市,伊川县",中国,河南省,洛阳市,伊川县
ww4x,"[116.19140625, 35.068359375]","116.19140625,35.068359375","中国,山东省,济宁市,金乡县",中国,山东省,济宁市,金乡县
wq6c,"[105.29296875, 35.419921875]","105.29296875,35.419921875","中国,甘肃省,定西市,通渭县",中国,甘肃省,定西市,通渭县
ybrr,"[134.12109375, 47.724609375]","134.12109375,47.724609375","中国,黑龙江省,佳木斯市,抚远市",中国,黑龙江省,佳木斯市,抚远市
wq3e,"[103.53515625, 35.771484375]","103.53515625,35.771484375","中国,甘肃省,临夏回族自治州,东乡族自治县",中国,甘肃省,临夏回族自治州,东乡族自治县
wmz2,"[111.62109375, 32.431640625]","111.62109375,32.431640625","中国,湖北省,襄阳市,谷城县",中国,湖北省,襄阳市,谷城县
wmrc,"[112.32421875, 29.794921875]","112.32421875,29.794921875","中国,湖北省,荆州市,公安县",中国,湖北省,荆州市,公安县
w7b2,"[101.77734375, 21.181640625]","101.77734375,21.181640625","中国,云南省,西双版纳傣族自治州,勐腊县",中国,云南省,西双版纳傣族自治州,勐腊县
wxh5,"[118.30078125, 39.990234375]","118.30078125,39.990234375","中国,河北省,唐山市,丰润区",中国,河北省,唐山市,丰润区
wk22,"[101.77734375, 23.994140625]","101.77734375,23.994140625","中国,云南省,玉溪市,新平彝族傣族自治县",中国,云南省,玉溪市,新平彝族傣族自治县
wx6f,"[116.54296875, 41.220703125]","116.54296875,41.220703125","中国,河北省,承德市,丰宁满族自治县",中国,河北省,承德市,丰宁满族自治县
vb4y,"[82.79296875, 46.142578125]","82.79296875,46.142578125","中国,新疆维吾尔自治区,塔城地区,裕民县",中国,新疆维吾尔自治区,塔城地区,裕民县
wtwq,"[121.46484375, 32.080078125]","121.46484375,32.080078125","中国,江苏省,南通市,海门市",中国,江苏省,南通市,海门市
wq70,"[105.64453125, 35.244140625]","105.64453125,35.244140625","中国,甘肃省,平凉市,静宁县",中国,甘肃省,平凉市,静宁县
wmyh,"[109.86328125, 33.134765625]","109.86328125,33.134765625","中国,湖北省,十堰市,郧西县",中国,湖北省,十堰市,郧西县
wq42,"[104.58984375, 33.837890625]","104.58984375,33.837890625","中国,甘肃省,陇南市,宕昌县",中国,甘肃省,陇南市,宕昌县
wkj2,"[108.80859375, 22.587890625]","108.80859375,22.587890625","中国,广西壮族自治区,南宁市,邕宁区",中国,广西壮族自治区,南宁市,邕宁区
wmes,"[106.34765625, 31.728515625]","106.34765625,31.728515625","中国,四川省,南充市,阆中市",中国,四川省,南充市,阆中市
wtbh,"[112.67578125, 33.134765625]","112.67578125,33.134765625","中国,河南省,南阳市,宛城区",中国,河南省,南阳市,宛城区
wx7e,"[117.59765625, 41.396484375]","117.59765625,41.396484375","中国,河北省,承德市,隆化县",中国,河北省,承德市,隆化县
wxxj,"[122.51953125, 43.154296875]","122.51953125,43.154296875","中国,内蒙古自治区,通辽市,科尔沁左翼后旗",中国,内蒙古自治区,通辽市,科尔沁左翼后旗
wkmy,"[109.51171875, 25.048828125]","109.51171875,25.048828125","中国,广西壮族自治区,柳州市,融安县",中国,广西壮族自治区,柳州市,融安县
wmmv,"[109.51171875, 30.498046875]","109.51171875,30.498046875","中国,湖北省,恩施土家族苗族自治州,恩施市",中国,湖北省,恩施土家族苗族自治州,恩施市
tzwp,"[87.36328125, 43.505859375]","87.36328125,43.505859375","中国,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县",中国,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县
whms,"[97.91015625, 24.697265625]","97.91015625,24.697265625","中国,云南省,德宏傣族景颇族自治州,盈江县",中国,云南省,德宏傣族景颇族自治州,盈江县
wzff,"[127.79296875, 44.033203125]","127.79296875,44.033203125","中国,吉林省,吉林市,蛟河市",中国,吉林省,吉林市,蛟河市
wq07,"[101.77734375, 34.365234375]","101.77734375,34.365234375","中国,青海省,黄南藏族自治州,河南蒙古族自治县",中国,青海省,黄南藏族自治州,河南蒙古族自治县
wmmf,"[109.51171875, 29.970703125]","109.51171875,29.970703125","中国,湖北省,恩施土家族苗族自治州,宣恩县",中国,湖北省,恩施土家族苗族自治州,宣恩县
wtd6,"[115.83984375, 31.376953125]","115.83984375,31.376953125","中国,安徽省,六安市,金寨县",中国,安徽省,六安市,金寨县
wku7,"[107.40234375, 27.333984375]","107.40234375,27.333984375","中国,贵州省,黔南布依族苗族自治州,瓮安县",中国,贵州省,黔南布依族苗族自治州,瓮安县
vbtc,"[87.01171875, 48.076171875]","87.01171875,48.076171875","中国,新疆维吾尔自治区,阿勒泰地区,布尔津县",中国,新疆维吾尔自治区,阿勒泰地区,布尔津县
w7zj,"[111.26953125, 22.060546875]","111.26953125,22.060546875","中国,广东省,茂名市,高州市",中国,广东省,茂名市,高州市
wxnb,"[122.16796875, 39.462890625]","122.16796875,39.462890625","中国,辽宁省,大连市,普兰店区",中国,辽宁省,大连市,普兰店区
wsur,"[118.65234375, 28.037109375]","118.65234375,28.037109375","中国,福建省,南平市,浦城县",中国,福建省,南平市,浦城县
wqne,"[110.56640625, 34.365234375]","110.56640625,34.365234375","中国,河南省,三门峡市,灵宝市",中国,河南省,三门峡市,灵宝市
wx10,"[114.08203125, 39.462890625]","114.08203125,39.462890625","中国,山西省,大同市,灵丘县",中国,山西省,大同市,灵丘县
wsek,"[117.24609375, 26.103515625]","117.24609375,26.103515625","中国,福建省,三明市,永安市",中国,福建省,三明市,永安市
wkmb,"[109.51171875, 23.994140625]","109.51171875,23.994140625","中国,广西壮族自治区,来宾市,象州县",中国,广西壮族自治区,来宾市,象州县
yb4v,"[127.79296875, 45.966796875]","127.79296875,45.966796875","中国,黑龙江省,哈尔滨市,木兰县",中国,黑龙江省,哈尔滨市,木兰县
wwe6,"[117.24609375, 37.001953125]","117.24609375,37.001953125","中国,山东省,济南市,章丘区",中国,山东省,济南市,章丘区
wjsc,"[96.85546875, 31.201171875]","96.85546875,31.201171875","中国,西藏自治区,昌都市,类乌齐县",中国,西藏自治区,昌都市,类乌齐县
wx7f,"[117.94921875, 41.220703125]","117.94921875,41.220703125","中国,河北省,承德市,隆化县",中国,河北省,承德市,隆化县
wmhp,"[107.05078125, 29.443359375]","107.05078125,29.443359375","中国,重庆市,[],涪陵区",中国,重庆市,[],涪陵区
wq6s,"[104.94140625, 35.947265625]","104.94140625,35.947265625","中国,甘肃省,白银市,会宁县",中国,甘肃省,白银市,会宁县
wkgw,"[106.34765625, 27.861328125]","106.34765625,27.861328125","中国,贵州省,遵义市,仁怀市",中国,贵州省,遵义市,仁怀市
wnrw,"[100.72265625, 36.298828125]","100.72265625,36.298828125","中国,青海省,海南藏族自治州,共和县",中国,青海省,海南藏族自治州,共和县
ww58,"[117.59765625, 33.837890625]","117.59765625,33.837890625","中国,安徽省,宿州市,灵璧县",中国,安徽省,宿州市,灵璧县
wq88,"[102.12890625, 36.650390625]","102.12890625,36.650390625","中国,青海省,海东市,互助土族自治县",中国,青海省,海东市,互助土族自治县
wx5r,"[117.24609375, 40.693359375]","117.24609375,40.693359375","中国,河北省,承德市,滦平县",中国,河北省,承德市,滦平县
wwb1,"[112.67578125, 38.232421875]","112.67578125,38.232421875","中国,山西省,太原市,阳曲县",中国,山西省,太原市,阳曲县
wqr8,"[111.97265625, 35.244140625]","111.97265625,35.244140625","中国,山西省,运城市,垣曲县",中国,山西省,运城市,垣曲县
wt7u,"[117.94921875, 30.322265625]","117.94921875,30.322265625","中国,安徽省,黄山市,黄山区",中国,安徽省,黄山市,黄山区
wqwn,"[109.86328125, 37.705078125]","109.86328125,37.705078125","中国,陕西省,榆林市,子洲县",中国,陕西省,榆林市,子洲县
wx26,"[113.02734375, 41.220703125]","113.02734375,41.220703125","中国,内蒙古自治区,乌兰察布市,察哈尔右翼后旗",中国,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
wse1,"[116.89453125, 25.576171875]","116.89453125,25.576171875","中国,福建省,龙岩市,连城县",中国,福建省,龙岩市,连城县
txj9,"[75.41015625, 39.638671875]","75.41015625,39.638671875","中国,新疆维吾尔自治区,喀什地区,疏附县",中国,新疆维吾尔自治区,喀什地区,疏附县
wm32,"[103.18359375, 29.619140625]","103.18359375,29.619140625","中国,四川省,眉山市,洪雅县",中国,四川省,眉山市,洪雅县
wkts,"[109.16015625, 26.103515625]","109.16015625,26.103515625","中国,贵州省,黔东南苗族侗族自治州,黎平县",中国,贵州省,黔东南苗族侗族自治州,黎平县
www4,"[121.11328125, 37.001953125]","121.11328125,37.001953125","中国,山东省,烟台市,海阳市",中国,山东省,烟台市,海阳市
wkyz,"[110.91796875, 28.037109375]","110.91796875,28.037109375","中国,湖南省,益阳市,安化县",中国,湖南省,益阳市,安化县
ww6h,"[115.48828125, 35.947265625]","115.48828125,35.947265625","中国,山东省,聊城市,莘县",中国,山东省,聊城市,莘县
wmxz,"[112.32421875, 32.255859375]","112.32421875,32.255859375","中国,湖北省,襄阳市,襄州区",中国,湖北省,襄阳市,襄州区
wm7g,"[106.69921875, 30.146484375]","106.69921875,30.146484375","中国,四川省,广安市,华蓥市",中国,四川省,广安市,华蓥市
wk36,"[103.18359375, 24.345703125]","103.18359375,24.345703125","中国,云南省,红河哈尼族彝族自治州,弥勒市",中国,云南省,红河哈尼族彝族自治州,弥勒市
w21z,"[103.88671875, 1.318359375]","103.88671875,1.318359375","[],[],[],[]",[],[],[],[]
wt20,"[112.67578125, 29.619140625]","112.67578125,29.619140625","中国,湖北省,荆州市,石首市",中国,湖北省,荆州市,石首市
7zzz,"[-0.17578125, -0.087890625]","-0.17578125,-0.087890625","[],[],[],[]",[],[],[],[]
wk2w,"[102.12890625, 25.048828125]","102.12890625,25.048828125","中国,云南省,楚雄彝族自治州,禄丰县",中国,云南省,楚雄彝族自治州,禄丰县
wmqc,"[110.91796875, 29.794921875]","110.91796875,29.794921875","中国,湖南省,常德市,石门县",中国,湖南省,常德市,石门县
w7w7,"[110.21484375, 20.302734375]","110.21484375,20.302734375","中国,广东省,湛江市,徐闻县",中国,广东省,湛江市,徐闻县
wt6b,"[116.54296875, 29.619140625]","116.54296875,29.619140625","中国,江西省,九江市,彭泽县",中国,江西省,九江市,彭泽县
wsgu,"[117.94921875, 27.509765625]","117.94921875,27.509765625","中国,福建省,南平市,武夷山市",中国,福建省,南平市,武夷山市
ww2s,"[113.37890625, 35.947265625]","113.37890625,35.947265625","中国,山西省,长治市,壶关县",中国,山西省,长治市,壶关县
